15.512954 1:0.529997 2:0.359809 3:0.258000 4:0.056763 5:0.083074 6:0.208826 7:0.251000 8:0.042990 9:0.091888 10:0.188866 11:0.244000 12:-0.012828 13:0.141369 14:0.112612 15:0.245000 16:-0.014881 17:0.142969 18:0.109851 19:0.671995 20:0.496966 21:0.311999 22:0.008675 23:0.258789 24:0.281289 25:0.305999 26:-0.007528 27:0.272066 28:0.252505 29:0.302999 30:-0.044931 31:0.306246 32:0.192215 33:0.303999 34:-0.047449 35:0.304530 36:0.185563 37:0.018470 38:4.945538 39:0.325247 40:-0.245835 41:0.504753 42:0.233333 
85.987167 1:0.253000 2:0.217316 3:0.200000 4:-0.012305 5:0.117199 6:0.086021 7:0.200000 8:-0.006715 9:0.121827 10:0.103858 11:0.200000 12:-0.037971 13:0.127626 14:0.042392 15:0.200000 16:-0.038160 17:0.128393 18:0.042523 19:0.376998 20:0.302397 21:0.213000 22:-0.016945 23:0.197372 24:0.145842 25:0.216000 26:-0.020669 27:0.215489 28:0.151640 29:0.212000 30:-0.051754 31:0.194246 32:0.062065 33:0.213000 34:-0.054827 35:0.197587 36:0.058902 37:0.009965 38:1.355537 39:0.106592 40:0.081343 41:0.897530 42:0.016667 
14.430548 1:0.458997 2:0.331732 3:0.240000 4:0.053588 5:0.077835 6:0.203262 7:0.230000 8:0.007316 9:0.116553 10:0.133953 11:0.228000 12:-0.019880 13:0.135564 14:0.090410 15:0.228000 16:-0.021210 17:0.137876 18:0.089576 19:0.519997 20:0.392443 21:0.258000 22:0.025620 23:0.160013 24:0.226749 25:0.256000 26:-0.051003 27:0.270594 28:0.134953 29:0.252000 30:-0.043837 31:0.226913 32:0.117551 33:0.253000 34:-0.047620 35:0.232970 36:0.114411 37:0.010358 38:3.896951 39:0.249928 40:-0.144077 41:0.490059 42:0.055556 
102.700821 1:0.200000 2:0.167368 3:0.200000 4:-0.016023 5:0.106818 6:0.069148 7:0.200000 8:-0.033957 9:0.145837 10:0.060777 11:0.200000 12:-0.044921 13:0.125762 14:0.030825 15:0.200000 16:-0.049775 17:0.134598 18:0.028381 19:0.285000 20:0.247313 21:0.200000 22:-0.034446 23:0.212019 24:0.104427 25:0.200000 26:-0.034748 27:0.223434 28:0.111675 29:0.200000 30:-0.049787 31:0.175963 32:0.048852 33:0.200000 34:-0.049823 35:0.179209 36:0.050504 37:0.009931 38:0.552432 39:0.039483 40:0.083634 41:0.969139 42:0.011111 
20.934069 1:0.365999 2:0.257297 3:0.200000 4:0.011250 5:0.081815 6:0.109480 7:0.200000 8:0.032917 9:0.055817 10:0.135029 11:0.200000 12:-0.016056 13:0.103486 14:0.066406 15:0.200000 16:-0.007474 17:0.092751 18:0.075492 19:0.444998 20:0.328439 21:0.226000 22:-0.018459 23:0.186144 24:0.135515 25:0.225000 26:0.004865 27:0.141117 28:0.154002 29:0.222000 30:-0.034110 31:0.187606 32:0.098385 33:0.221000 34:-0.028478 35:0.179931 36:0.104915 37:0.009391 38:3.788837 39:0.088113 40:-0.270017 41:0.619511 42:0.077778 
101.272865 1:0.235000 2:0.222928 3:0.200000 4:0.003480 5:0.113905 6:0.123461 7:0.200000 8:-0.028838 9:0.155449 10:0.078020 11:0.200000 12:-0.039588 13:0.143046 14:0.048582 15:0.200000 16:-0.040568 17:0.144198 18:0.047536 19:0.366999 20:0.316081 21:0.217000 22:-0.018718 23:0.244867 24:0.182740 25:0.216000 26:-0.055571 27:0.295072 28:0.117038 29:0.213000 30:-0.055501 31:0.223908 32:0.072305 33:0.213000 34:-0.056411 35:0.225947 36:0.071661 37:0.010475 38:0.786667 39:0.237182 40:0.087378 41:0.984439 42:0.011111 
92.652702 1:0.200000 2:0.171907 3:0.200000 4:-0.010894 5:0.087911 6:0.064045 7:0.200000 8:-0.027602 9:0.122829 10:0.057814 11:0.200000 12:-0.041112 13:0.110313 14:0.028311 15:0.200000 16:-0.041638 17:0.111043 18:0.027975 19:0.273000 20:0.234151 21:0.200000 22:-0.024724 23:0.178796 24:0.105163 25:0.200000 26:-0.025691 27:0.176350 28:0.100829 29:0.200000 30:-0.045592 31:0.150575 32:0.042562 33:0.200000 34:-0.048071 35:0.152885 36:0.039756 37:0.009945 38:0.281193 39:0.009413 40:0.023514 41:0.994091 42:0.016667 
88.669258 1:0.200000 2:0.204155 3:0.200000 4:-0.009211 5:0.105829 6:0.083289 7:0.200000 8:-0.017643 9:0.130604 10:0.084719 11:0.200000 12:-0.038520 13:0.125417 14:0.040239 15:0.200000 16:-0.039095 17:0.126236 18:0.039784 19:0.274000 20:0.250197 21:0.200000 22:-0.027701 23:0.199555 24:0.113094 25:0.200000 26:-0.025954 27:0.198696 28:0.117169 29:0.200000 30:-0.048882 31:0.171285 32:0.047969 33:0.200000 34:-0.049624 35:0.170829 36:0.046445 37:0.010023 38:1.229473 39:0.103913 40:-0.010325 41:0.949760 42:0.016667 
93.813538 1:0.200000 2:0.171907 3:0.200000 4:-0.010894 5:0.087911 6:0.064045 7:0.200000 8:-0.027602 9:0.122829 10:0.057814 11:0.200000 12:-0.041112 13:0.110313 14:0.028311 15:0.200000 16:-0.041638 17:0.111043 18:0.027975 19:0.273000 20:0.234151 21:0.200000 22:-0.024724 23:0.178796 24:0.105163 25:0.200000 26:-0.025691 27:0.176350 28:0.100829 29:0.200000 30:-0.045592 31:0.150575 32:0.042562 33:0.200000 34:-0.048071 35:0.152885 36:0.039756 37:0.009945 38:0.281193 39:0.009413 40:0.023514 41:0.994091 42:0.016667 
99.972000 1:0.200000 2:0.140572 3:0.200000 4:-0.037506 5:0.119733 6:0.038622 7:0.200000 8:-0.037931 9:0.117822 10:0.036886 11:0.200000 12:-0.054593 13:0.115881 14:0.015080 15:0.200000 16:-0.053287 17:0.115715 18:0.016324 19:0.214000 20:0.192628 21:0.200000 22:-0.031436 23:0.170224 24:0.082527 25:0.200000 26:-0.037543 27:0.178479 28:0.074430 29:0.200000 30:-0.052031 31:0.140581 32:0.028071 33:0.200000 34:-0.054460 35:0.153424 36:0.030489 37:0.009956 38:0.151766 39:0.002930 40:0.844070 41:0.991328 42:0.016667 
32.713131 1:0.567996 2:0.378620 3:0.267000 4:0.044092 5:0.104051 6:0.201836 7:0.273000 8:0.067684 9:0.084683 10:0.231703 11:0.261000 12:-0.005049 13:0.139744 14:0.128872 15:0.261000 16:-0.011047 17:0.144874 18:0.121216 19:0.688994 20:0.509409 21:0.311999 22:-0.014788 23:0.275939 24:0.238520 25:0.313999 26:0.017685 27:0.253295 28:0.299422 29:0.309999 30:-0.036500 31:0.304561 32:0.211847 33:0.310999 34:-0.051345 35:0.320682 36:0.191649 37:0.009384 38:4.280835 39:0.171686 40:0.160057 41:0.430780 42:0.066667 
17.780630 1:0.523997 2:0.341163 3:0.251000 4:0.039741 5:0.086322 6:0.172499 7:0.249000 8:0.035705 9:0.088827 10:0.166573 11:0.243000 12:-0.001923 13:0.125130 14:0.120862 15:0.243000 16:-0.005716 17:0.125334 18:0.112855 19:0.620995 20:0.446581 21:0.287000 22:-0.006334 23:0.231894 24:0.215807 25:0.285000 26:-0.020927 27:0.248108 28:0.194983 29:0.284000 30:-0.005301 31:0.229813 32:0.216243 33:0.285000 34:-0.031898 35:0.256435 36:0.176583 37:0.010617 38:4.148776 39:0.358498 40:-0.281616 41:0.275754 42:0.027778 
15.783100 1:0.479997 2:0.326008 3:0.233000 4:0.027750 5:0.091669 6:0.155800 7:0.238000 8:0.029856 9:0.094909 10:0.163782 11:0.230000 12:-0.014905 13:0.129528 14:0.095967 15:0.230000 16:-0.014094 17:0.131439 18:0.099325 19:0.548996 20:0.410095 21:0.265000 22:-0.029212 23:0.234027 24:0.159366 25:0.266000 26:-0.007972 27:0.217035 28:0.196142 29:0.263000 30:-0.037285 31:0.233169 32:0.139981 33:0.260000 34:-0.018183 35:0.217948 36:0.170744 37:0.014676 38:3.953485 39:0.384578 40:-0.153296 41:0.654750 42:0.105556 
73.104805 1:0.384998 2:0.310345 3:0.220000 4:0.030030 5:0.103988 6:0.183853 7:0.212000 8:0.017776 9:0.108260 10:0.155898 11:0.210000 12:-0.019807 13:0.136751 14:0.087382 15:0.210000 16:-0.019843 17:0.137050 18:0.087541 19:0.500997 20:0.450958 21:0.274000 22:-0.014091 23:0.296494 24:0.255046 25:0.267000 26:-0.030978 27:0.292146 28:0.203847 29:0.266000 30:-0.056884 31:0.316803 32:0.159044 33:0.265000 34:-0.057840 35:0.320030 36:0.158634 37:0.011502 38:2.373934 39:0.580094 40:0.078537 41:0.689352 42:0.016667 
90.884346 1:0.221000 2:0.185605 3:0.200000 4:-0.004771 5:0.083813 6:0.073164 7:0.200000 8:-0.014451 9:0.101555 10:0.068159 11:0.200000 12:-0.033222 13:0.100368 14:0.033997 15:0.200000 16:-0.033022 17:0.100050 18:0.034106 19:0.348999 20:0.270224 21:0.204000 22:-0.017093 23:0.176208 24:0.124864 25:0.204000 26:-0.017087 27:0.172092 28:0.121418 29:0.202000 30:-0.042592 31:0.158125 32:0.052925 33:0.202000 34:-0.042005 35:0.157379 36:0.053558 37:0.009903 38:0.835012 39:0.018286 40:0.195009 41:0.961636 42:0.027778 
13.033490 1:0.460997 2:0.305185 3:0.225000 4:0.025798 5:0.095261 6:0.158082 7:0.224000 8:0.023172 9:0.095044 10:0.151014 11:0.220000 12:-0.019141 13:0.130124 14:0.085828 15:0.220000 16:-0.028438 17:0.141911 18:0.076197 19:0.560996 20:0.400655 21:0.265000 22:-0.000584 23:0.196508 24:0.195011 25:0.262000 26:-0.014559 27:0.224206 28:0.185662 29:0.261000 30:-0.035579 31:0.224275 32:0.136180 33:0.262000 34:-0.047173 35:0.233118 36:0.118840 37:0.010561 38:3.533671 39:0.392089 40:-0.159773 41:0.401160 42:0.027778 
93.199745 1:0.200000 2:0.179259 3:0.200000 4:-0.004181 5:0.097668 6:0.087528 7:0.200000 8:-0.026047 9:0.115046 10:0.055394 11:0.200000 12:-0.040661 13:0.116181 14:0.031960 15:0.200000 16:-0.040744 17:0.116335 18:0.031923 19:0.239000 20:0.258663 21:0.200000 22:-0.014292 23:0.198315 24:0.150820 25:0.200000 26:-0.044135 27:0.222186 28:0.087286 29:0.200000 30:-0.054258 31:0.188409 32:0.047429 33:0.200000 34:-0.053803 35:0.188581 36:0.048310 37:0.009886 38:1.079317 39:0.034104 40:0.216072 41:0.949010 42:0.022222 
87.780823 1:0.200000 2:0.137370 3:0.200000 4:-0.018203 5:0.077108 6:0.042076 7:0.200000 8:-0.030371 9:0.107059 10:0.042493 11:0.200000 12:-0.043714 13:0.098652 14:0.019556 15:0.200000 16:-0.044033 17:0.099664 18:0.019650 19:0.226000 20:0.201499 21:0.200000 22:-0.029931 23:0.151758 24:0.073038 25:0.200000 26:-0.033783 27:0.174906 28:0.080405 29:0.200000 30:-0.051357 31:0.149885 32:0.033283 33:0.200000 34:-0.053596 35:0.153671 36:0.031816 37:0.010287 38:1.950753 39:0.084062 40:-0.063598 41:0.926969 42:0.038889 
29.046539 1:0.679995 2:0.523797 3:0.310999 4:-0.044165 5:0.316157 6:0.204066 7:0.309999 8:-0.042918 9:0.312679 10:0.203824 11:0.306999 12:-0.030482 13:0.306443 14:0.226999 15:0.306999 16:-0.030816 17:0.306142 18:0.225935 19:0.629995 20:0.455816 21:0.289000 22:-0.047363 23:0.277008 24:0.159976 25:0.288000 26:-0.053775 27:0.282494 28:0.150235 29:0.286000 30:-0.011022 31:0.223026 32:0.195873 33:0.286000 34:-0.014018 35:0.226224 36:0.191739 37:0.019055 38:3.958716 39:0.476809 40:-0.340223 41:0.582489 42:0.111111 
64.761940 1:0.905992 2:0.696287 3:0.400998 4:-0.046352 5:0.487791 6:0.362704 7:0.400998 8:-0.059367 9:0.503837 10:0.344148 11:0.397998 12:-0.047580 13:0.509256 14:0.377513 15:0.397998 16:-0.048980 17:0.510158 18:0.374708 19:0.912992 20:0.702274 21:0.399998 22:-0.075062 23:0.542245 24:0.336845 25:0.403998 26:-0.107666 27:0.580888 28:0.291436 29:0.394998 30:-0.029973 31:0.490218 32:0.406219 33:0.394998 34:-0.026015 35:0.481409 36:0.408740 37:0.020149 38:5.082916 39:0.272559 40:-0.027935 41:0.740514 42:0.550000 
44.781933 1:0.750994 2:0.579975 3:0.337999 4:-0.028115 5:0.337800 6:0.265624 7:0.336999 8:-0.031810 9:0.340423 10:0.258895 11:0.335999 12:-0.029204 13:0.347213 14:0.270989 15:0.334999 16:-0.029607 17:0.350355 18:0.272606 19:0.732994 20:0.556308 21:0.330999 22:-0.053119 23:0.356648 24:0.221657 25:0.330999 26:-0.055892 27:0.362269 28:0.219861 29:0.326999 30:-0.014300 31:0.310647 32:0.273531 33:0.326999 34:-0.016081 35:0.311036 36:0.269434 37:0.018358 38:4.170807 39:0.494369 40:-0.476114 41:0.546403 42:0.100000 
105.364166 1:0.651995 2:1.321350 3:0.325999 4:-0.152001 5:0.622259 6:0.178728 7:0.324999 8:-0.150261 9:0.622276 10:0.181539 11:0.306999 12:-0.108511 13:0.551653 14:0.219177 15:0.305999 16:-0.105982 17:0.551024 18:0.224104 19:1.368008 20:0.819512 21:0.558996 22:-0.184702 23:0.780944 24:0.318506 25:0.554996 26:-0.177107 27:0.774019 28:0.327812 29:0.532996 30:-0.025083 31:0.564281 32:0.499610 33:0.534996 34:-0.027938 35:0.565886 36:0.494125 37:0.010151 38:3.265770 39:0.062578 40:-0.041102 41:0.722015 42:0.033333 
18.148430 1:0.636995 2:0.456314 3:0.292000 4:-0.015952 5:0.218227 6:0.180615 7:0.291000 8:-0.008554 9:0.207148 10:0.187020 11:0.289000 12:-0.027997 13:0.230361 14:0.164247 15:0.289000 16:-0.016776 17:0.216661 18:0.177003 19:0.618995 20:0.436424 21:0.281000 22:-0.019396 23:0.239047 24:0.189956 25:0.283000 26:-0.019088 27:0.215814 28:0.170284 29:0.281000 30:-0.026328 31:0.211164 32:0.150131 33:0.281000 34:-0.021076 35:0.209346 36:0.159889 37:0.017374 38:4.820366 39:0.263103 40:0.741136 41:0.809693 42:0.450000 
28.910343 1:0.719994 2:0.545529 3:0.325999 4:-0.008313 5:0.292959 6:0.271686 7:0.324999 8:-0.034411 9:0.309891 10:0.224299 11:0.322999 12:-0.033744 13:0.319377 14:0.233543 15:0.322999 16:-0.025423 17:0.310156 18:0.245256 19:0.730994 20:0.544522 21:0.329999 22:-0.017280 23:0.316910 24:0.272203 25:0.330999 26:-0.074552 27:0.369151 28:0.185055 29:0.326999 30:-0.031389 31:0.319864 32:0.240250 33:0.325999 34:-0.021573 35:0.303800 36:0.249226 37:0.021620 38:4.806753 39:0.350858 40:0.878591 41:0.603531 42:0.250000 
67.626518 1:0.950991 2:0.730331 3:0.415998 4:-0.068205 5:0.551294 6:0.365110 7:0.415998 8:-0.065787 9:0.548146 10:0.368475 11:0.411998 12:-0.046446 13:0.545831 14:0.414850 15:0.410998 16:-0.047390 17:0.548352 18:0.414374 19:0.947991 20:0.729860 21:0.415998 22:-0.110159 23:0.614647 24:0.314392 25:0.415998 26:-0.101134 27:0.603244 28:0.326833 29:0.406998 30:-0.023357 31:0.507207 32:0.441139 33:0.407998 34:-0.023205 35:0.508408 36:0.442774 37:0.008715 38:5.034057 39:0.128506 40:-0.134882 41:0.680107 42:0.494444 
15.537141 1:0.626995 2:0.459701 3:0.286000 4:-0.001814 5:0.203846 6:0.199459 7:0.286000 8:0.002254 9:0.199294 10:0.204751 11:0.284000 12:-0.017457 13:0.226955 14:0.184113 15:0.285000 16:-0.019012 17:0.228092 18:0.181671 19:0.615995 20:0.440570 21:0.280000 22:-0.017982 23:0.222289 24:0.178165 25:0.280000 26:-0.019107 27:0.218145 28:0.171886 29:0.278000 30:-0.013382 31:0.213792 32:0.180949 33:0.278000 34:-0.014522 35:0.213019 36:0.177572 37:0.017073 38:4.997518 39:0.259646 40:0.125429 41:0.717731 42:0.466667 
63.027447 1:0.900992 2:0.683928 3:0.395998 4:-0.056340 5:0.490527 6:0.339334 7:0.396998 8:-0.052862 9:0.487701 10:0.345698 11:0.392998 12:-0.041055 13:0.489422 14:0.376109 15:0.392998 16:-0.042516 17:0.490097 18:0.372941 19:0.902992 20:0.683942 21:0.396998 22:-0.067306 23:0.511880 24:0.330509 25:0.395998 26:-0.083752 27:0.538897 28:0.312372 29:0.390998 30:-0.032464 31:0.470374 32:0.381132 33:0.392998 34:-0.030859 35:0.468364 36:0.383776 37:0.021789 38:5.115947 39:0.268847 40:0.160871 41:0.795658 42:0.672222 
33.448246 1:0.501997 2:0.495249 3:0.250000 4:-0.045513 5:0.253692 6:0.132442 7:0.249000 8:-0.045872 9:0.251786 10:0.129844 11:0.245000 12:-0.045880 13:0.259052 14:0.133271 15:0.246000 16:-0.047817 17:0.259840 18:0.129894 19:0.575996 20:0.429519 21:0.269000 22:-0.040885 23:0.239279 24:0.138781 25:0.268000 26:-0.047964 27:0.242488 28:0.126107 29:0.263000 30:-0.019274 31:0.201118 32:0.153863 33:0.263000 34:-0.020845 35:0.202287 36:0.151299 37:0.008490 38:4.389326 39:0.180216 40:-0.038673 41:0.387507 42:0.072222 
23.038582 1:0.646995 2:0.477125 3:0.295000 4:-0.003586 5:0.217611 6:0.208935 7:0.295000 8:-0.007571 9:0.221782 10:0.203498 11:0.294000 12:-0.016433 13:0.235069 14:0.195071 15:0.294000 16:-0.021382 17:0.240238 18:0.188329 19:0.634995 20:0.471563 21:0.291000 22:-0.030773 23:0.259571 24:0.183096 25:0.291000 26:-0.033442 27:0.267221 28:0.183418 29:0.289000 30:-0.011438 31:0.232988 32:0.204464 33:0.289000 34:-0.019283 35:0.245260 36:0.196955 37:0.015517 38:3.967639 39:0.457068 40:-0.464462 41:0.557723 42:0.088889 
46.191360 1:0.793993 2:0.621895 3:0.354999 4:-0.043310 5:0.399360 6:0.285395 7:0.355999 8:-0.052642 9:0.411175 10:0.273208 11:0.351999 12:-0.037608 13:0.403194 14:0.302042 15:0.351999 16:-0.038067 17:0.403905 18:0.301515 19:0.781993 20:0.596279 21:0.349999 22:-0.057248 23:0.408521 24:0.258697 25:0.352999 26:-0.077415 27:0.432973 28:0.232904 29:0.345999 30:-0.023873 31:0.358099 32:0.295403 33:0.346999 34:-0.024558 35:0.359433 36:0.295035 37:0.033622 38:5.135717 39:0.333348 40:0.402468 41:0.919413 42:0.844444 
21.927889 1:0.640995 2:0.452791 3:0.294000 4:0.011518 5:0.196507 6:0.224248 7:0.291000 8:-0.013878 9:0.218021 10:0.185016 11:0.289000 12:-0.031802 13:0.229404 14:0.155336 15:0.288000 16:-0.030168 17:0.230863 18:0.159802 19:0.665995 20:0.465796 21:0.303999 22:-0.005613 23:0.246870 24:0.232844 25:0.302999 26:-0.031370 27:0.264321 28:0.188226 29:0.300999 30:-0.041026 31:0.255138 32:0.159627 33:0.300999 34:-0.036630 35:0.251375 36:0.165735 37:0.015785 38:4.642073 39:0.328153 40:1.035513 41:0.547253 42:0.183333 
14.775416 1:0.629995 2:0.435754 3:0.288000 4:-0.007893 5:0.191022 6:0.173004 7:0.286000 8:0.007731 9:0.177730 10:0.195717 11:0.285000 12:-0.026642 13:0.213323 14:0.152017 15:0.284000 16:-0.017376 17:0.203419 18:0.163156 19:0.616995 20:0.431738 21:0.282000 22:-0.026622 23:0.233947 24:0.168968 25:0.281000 26:-0.006649 27:0.201030 28:0.185044 29:0.280000 30:-0.027895 31:0.217437 32:0.151867 33:0.280000 34:-0.027693 35:0.217368 36:0.152242 37:0.013311 38:4.831402 39:0.363571 40:-0.269908 41:0.377681 42:0.105556 
93.913551 1:0.902992 2:0.869404 3:0.402998 4:-0.126069 5:0.574524 6:0.247255 7:0.402998 8:-0.126397 9:0.573447 10:0.245875 11:0.388998 12:-0.091800 13:0.536989 14:0.289971 15:0.388998 16:-0.091505 17:0.536575 18:0.290338 19:1.015991 20:0.770110 21:0.439998 22:-0.159293 23:0.695345 24:0.272259 25:0.432998 26:-0.108604 27:0.600132 28:0.313451 29:0.421998 30:-0.044869 31:0.517549 32:0.395973 33:0.422998 34:-0.039496 35:0.514788 36:0.407365 37:0.009356 38:4.605671 39:0.069755 40:0.004844 41:0.353165 42:0.033333 
40.795948 1:0.747994 2:0.550854 3:0.334999 4:0.005914 5:0.272530 6:0.287280 7:0.333999 8:0.001919 9:0.275929 10:0.280712 11:0.332999 12:-0.021817 13:0.311116 14:0.256146 15:0.332999 16:-0.025131 17:0.315432 18:0.252121 19:0.792993 20:0.586704 21:0.352999 22:-0.017742 23:0.352275 24:0.306172 25:0.350999 26:-0.023604 27:0.353631 28:0.292641 29:0.348999 30:-0.039507 31:0.373712 32:0.271490 33:0.349999 34:-0.039270 35:0.372641 36:0.271338 37:0.027741 38:5.150636 39:0.283799 40:-0.137107 41:0.975135 42:0.955556 
51.406685 1:0.882992 2:0.679690 3:0.389998 4:-0.065438 5:0.495698 6:0.320115 7:0.389998 8:-0.067816 9:0.500230 10:0.318067 11:0.385998 12:-0.044558 13:0.488287 14:0.364781 15:0.385998 16:-0.046263 17:0.489774 18:0.361691 19:0.817993 20:0.631728 21:0.364999 22:-0.089982 23:0.493383 24:0.253420 25:0.364999 26:-0.095516 27:0.494224 28:0.241834 29:0.359999 30:-0.015777 31:0.395958 32:0.352851 33:0.359999 34:-0.014871 35:0.391130 36:0.350686 37:0.026344 38:4.602902 39:0.500447 40:-0.389340 41:0.689949 42:0.244444 
35.321770 1:0.695994 2:0.515318 3:0.314999 4:-0.006657 5:0.269863 6:0.253007 7:0.313999 8:-0.028259 9:0.289695 10:0.219089 11:0.309999 12:-0.035745 13:0.294702 14:0.205353 15:0.309999 16:-0.034096 17:0.293657 18:0.208240 19:0.714994 20:0.514533 21:0.322999 22:-0.024041 23:0.312854 24:0.251004 25:0.321999 26:-0.041550 27:0.319518 28:0.215477 29:0.319999 30:-0.040124 31:0.298155 32:0.200655 33:0.319999 34:-0.036387 35:0.294814 36:0.206128 37:0.021437 38:4.894084 39:0.316489 40:0.853345 41:0.716313 42:0.383333 
13.494986 1:0.637995 2:0.444889 3:0.295000 4:0.052880 5:0.130402 6:0.249613 7:0.292000 8:0.042553 9:0.138499 10:0.234861 11:0.287000 12:-0.011506 13:0.198587 14:0.172012 15:0.288000 16:-0.014817 17:0.202466 18:0.168357 19:0.723994 20:0.534229 21:0.327999 22:0.001486 23:0.291278 24:0.295134 25:0.324999 26:-0.016406 27:0.307667 28:0.265296 29:0.322999 30:-0.043314 31:0.332580 32:0.222413 33:0.323999 34:-0.045603 35:0.330804 36:0.216024 37:0.022366 38:5.048693 39:0.325759 40:-0.227809 41:0.559299 42:0.344444 
111.774696 1:0.614995 2:1.335547 3:0.312999 4:-0.150558 5:0.615976 6:0.168117 7:0.312999 8:-0.151321 9:0.617434 10:0.167323 11:0.295000 12:-0.107845 13:0.544467 14:0.207403 15:0.295000 16:-0.108228 17:0.544947 18:0.206787 19:1.190999 20:0.875126 21:0.498997 22:-0.208661 23:0.817415 24:0.273270 25:0.485997 26:-0.140152 27:0.669450 28:0.311899 29:0.466997 30:-0.049606 31:0.553247 32:0.422327 33:0.464997 34:-0.042863 35:0.544325 36:0.430889 37:0.010158 38:3.269258 39:0.061271 40:0.001209 41:0.721364 42:0.033333 
61.681004 1:0.883992 2:0.691358 3:0.389998 4:-0.040913 5:0.468740 6:0.357841 7:0.391998 8:-0.069170 9:0.503147 10:0.317722 11:0.386998 12:-0.047243 13:0.493730 14:0.362786 15:0.387998 16:-0.047866 17:0.495215 18:0.362677 19:0.888992 20:0.682488 21:0.391998 22:-0.058167 23:0.491840 24:0.335036 25:0.396998 26:-0.124403 27:0.577066 28:0.249851 29:0.385998 30:-0.032281 31:0.461770 32:0.373144 33:0.387998 34:-0.035960 35:0.468207 36:0.369678 37:0.034220 38:5.155590 39:0.343841 40:0.131561 41:0.970927 42:0.950000 
29.051609 1:0.707994 2:0.539008 3:0.321999 4:-0.040298 5:0.313810 6:0.213601 7:0.322999 8:-0.040103 9:0.314169 10:0.214561 11:0.319999 12:-0.030386 13:0.311470 14:0.234072 15:0.319999 16:-0.030942 17:0.312140 18:0.233338 19:0.627995 20:0.467185 21:0.290000 22:-0.050225 23:0.273946 24:0.151971 25:0.289000 26:-0.042656 27:0.273357 28:0.167318 29:0.287000 30:-0.007265 31:0.222516 32:0.204498 33:0.287000 34:-0.013523 35:0.231251 36:0.197655 37:0.021942 38:4.614466 39:0.456414 40:-0.078326 41:0.584262 42:0.183333 
109.627083 1:0.668995 2:1.318404 3:0.330999 4:-0.153245 5:0.624865 6:0.181340 7:0.329999 8:-0.151419 9:0.623763 10:0.183722 11:0.310999 12:-0.106787 13:0.552909 14:0.226864 15:0.310999 16:-0.105290 17:0.553079 18:0.230558 19:1.243002 20:0.870329 21:0.500997 22:-0.136363 23:0.675673 24:0.328656 25:0.513997 26:-0.205758 27:0.817433 28:0.284841 29:0.482997 30:-0.050655 31:0.567369 32:0.434357 33:0.481997 34:-0.046609 35:0.562635 36:0.440014 37:0.010192 38:3.276616 39:0.066688 40:-0.013036 41:0.720135 42:0.033333 
94.034813 1:1.043993 2:0.953496 3:0.450998 4:-0.138714 5:0.632933 6:0.278438 7:0.450998 8:-0.138973 9:0.630307 10:0.276172 11:0.432998 12:-0.097773 13:0.585414 14:0.326878 15:0.430998 16:-0.094684 17:0.582906 18:0.331409 19:1.120996 20:0.795720 21:0.477997 22:-0.154575 23:0.741299 24:0.327159 25:0.478997 26:-0.156877 27:0.740628 28:0.322186 29:0.461997 30:-0.027758 31:0.565231 32:0.488513 33:0.461997 34:-0.023083 35:0.562758 36:0.498715 37:0.009644 38:4.075353 39:0.058910 40:0.010439 41:0.514062 42:0.033333 
49.834232 1:0.858992 2:0.676387 3:0.380998 4:-0.056353 5:0.469635 6:0.318476 7:0.380998 8:-0.058614 9:0.474885 10:0.317312 11:0.376998 12:-0.037818 13:0.463981 14:0.359277 15:0.376998 16:-0.040177 17:0.468369 18:0.357017 19:0.814993 20:0.635481 21:0.363999 22:-0.078641 23:0.466848 24:0.259080 25:0.364999 26:-0.082037 27:0.473734 28:0.256896 29:0.359999 30:-0.015394 31:0.390457 32:0.348668 33:0.359999 34:-0.009661 35:0.381736 36:0.355538 37:0.010282 38:5.106919 39:0.146129 40:-0.193886 41:0.863105 42:0.783333 
61.626141 1:0.803993 2:0.658255 3:0.366999 4:-0.054638 5:0.458963 6:0.310358 7:0.367999 8:-0.055302 9:0.459712 10:0.309605 11:0.363999 12:-0.047721 13:0.466380 14:0.333128 15:0.364999 16:-0.047349 17:0.463018 18:0.331473 19:0.836993 20:0.651259 21:0.375998 22:-0.087560 23:0.495196 24:0.264240 25:0.373998 26:-0.077035 27:0.485440 28:0.280112 29:0.368999 30:-0.027638 31:0.425039 32:0.349629 33:0.368999 34:-0.018323 35:0.417475 36:0.367129 37:0.017161 38:5.106256 39:0.233473 40:-0.084899 41:0.755483 42:0.600000 
47.727413 1:0.757994 2:0.580514 3:0.342999 4:-0.026172 5:0.350511 6:0.282442 7:0.340999 8:-0.036442 9:0.355004 10:0.261207 11:0.338999 12:-0.044309 13:0.375420 14:0.259304 15:0.338999 16:-0.041010 17:0.370322 18:0.262913 19:0.750994 20:0.555664 21:0.336999 22:-0.033069 23:0.358088 24:0.271243 25:0.336999 26:-0.051621 27:0.364466 28:0.232887 29:0.332999 30:-0.038632 31:0.340642 32:0.242216 33:0.332999 34:-0.034434 35:0.338476 36:0.250237 37:0.017209 38:5.106520 39:0.210471 40:0.086008 41:0.853862 42:0.755556 
